comment_id,reply_to_comment_id,comment_nr,content_id,comment_text,LABEL
1451,,60,79,"stimati, onorabili si idioti romani ce sunteti..... majoritatea a-ti deviat total de la subiect......atata o tot ardeti in drepturile animalelor..a cainilor....a politiei......cand a omorat un biet copil(pe Ionut) o haita intreaga de caini nu v-am vazut pe niciunul din voi sa iesiti macar cu un comment de sustinere..pentru parintii aia distrusi......acum…o ardeti in drepturi...nu-i i-au apararea nici politistului..ca a fost abuz, nu a fost nu sunt eu in masura sa stabiles si nici voi..asa ca,,,daca intr-adevar erau fetitele politistului in carucior si aia era nevasta-sa si cainii si-au bagat labele pe carucior,,ce era sa faca ..sa astepte sa vada daca, cainii nu sunt agresivi si sunt blanzi??!!, lasati-ma cu porcariile astea ca erau labradori si erau cei mai pasnici caini-ANIMALUL ESTE IMPREVIZIBIL-eu sincer in locul matahalei aleia de om(politist)la cat de mare era, le rupeam capul cainilor, si-i bateam pe proprietari de sa cacau pe ei,,,alta data sa aiba grija de caini",0
1452,1451,61,79,"""un simplu cetatean"", ar trebui sa-ti fie rusine pentru felul mizerabil in care intelegi sa te exprimi !Ai supt la sanul unei mame sau al unei scroafe? Ce fel de educatie ai primit?Unde trebuia sa-i vezi tu pe cei ce au suferit din cauza tragediei lui Ionut si si-au exprimat mila fata de el? Trebuia sa vina la usa ta sa-si exprime durerea, sa…le vezi tu lacrimile?Cu privire la o ""bunica"" iresponsabila care ""a pierdut copiii din ochi"" desi s-a angajat sa aiba grija de ei atunci cand i-a scos din casa, nu ai nimic de comentat, domnule mojic?Despre femeia aceea lipsita de grija si de dragoste fata de cei doi copilasi, care a dospit pe o banca in parc, fara sa plece imediat in cautarea copiilor disparuti de langa ea, despre o astfel de femeie nebuna, nu vrei sa comentezi, javra umanoida?Ce legatura au cei doi caini pasnici despre care se discuta aici cu cainii de lupta, dresati sa ucida, de catre niste nemernici ca si tine care debitezi aici idei moraliste in cuvinte specifice celor mai inculti dintre fii oamenilor?Ionut a fost ucis de caini precum cei doi despre care vorbim aici?Ar trebui sa-ti fie rusine, marlan nesimtit. De tine sa-ti fie rusine inainte de a-ti fi rusine de cei ce-ti citesc ineptiile.",1
1453,1451,62,79,oare nu ar putea sa te prinda odata doi caini si sa te violeze in cur ..hai sa nu fiu rautacios si sa te prinda pe un camp sa nu te vada lumea si sa rada de tine na pt ca sunt eu baiat bun... asta e educatia ce am primit-o daca tot citez din cuvintele tale-”Ai supt la sanul unei mame sau al unei scroafe? Ce fel de educatie ai primit?”- am supt la sanu…lu mata.....inaptule..nu puteti purta o discutie civilizata ca incepeti cu injuraturi si jigniri.....,1
1454,1451,63,79,"Daca animalul este ""imprevizibil""atunci omul ce este..???..Sunt curios daca vitejii astia care gadesc cu ciomagul dar in realitate sunt niste lasi care isi varsa amarul vietii si nereusitele pe caini,oare ar avea curajul sa vina sa ne zica fata in fata ce scriu aici?Isterizarea poporului lobotonizat de presa si televiziune si-a spus cuvantul.Si…dovada lasitatii:cand pedofilii omoara copii si alti oameni la fel cand mamele isi omoara copii nu se face o isterizare pe tara doar cand e vorba de caini ca va amintiti de unde ati venit de la tara si aveti ura pe trecutul vostru si voi insiva de aia nu suportati cainii!Si sunteti si mari credinciosi ""crestini""dar stiti ce a zis parintele Cleopa despre caini?Asta a zis:http://www.libertatea.ro/detalii/articol/cine-ucide-un-caine-va-chema-asupra-lui-mare-blestem-de-la-dumnezeu-mihai-traistariu-ilie-cleopa-464828.htmlInformatii despre cazul lui Ionut:http://xnici.wordpress.com/",0
1455,,64,79,"Eu muc cel mare daca eram in locul politistului va futeam pe tine zderanto si pe maimutoiu tau,va lasam gravizi pe amindoi.....",1
1456,1455,65,79,"Nu mai ai rusine sa vorbesti in felul asta atat de marlanesc, mai... fiu de scroafa?Tu, le sanul carei scroafe ai supt si i-ai spus mama?Mama ta, in loc sa te educe, asta facea...facea pe zdreanta impreuna cu maimutoiul caruia i-ai spus tata?Sa spui cuvintele astea mamei tale care te-a crescut fara caracter !!!",1
1457,1455,66,79,Gabi s (**** ?) muc are dreptate . ****-0 gabi,0
1458,1455,67,79,Gabita tata nu ai fute-o tu pe scumpa de maicata? Sa imi plimb pula prin gura lui sorata. Sa o frec pe scroafa de mata. Proasta pulii o fost la curu lu' mata de te-o facut.,1
1459,,68,79,"Off, mahalaua din Floresti. Eu zic sa mearga domnisorica asta cu cainii ei cu tot sa si-i plimbe in Pata Rat. Nivelul intelectual de pitipoanca e asemanator cu al tiganilor de acolo. Ce le stie ea pe toate... domnisoara, da la toate stirile din lume, sa te vada cat de necioplita si necivilizata esti. Si nici macar nu au atins-o cainii... acum ca sa…te sperie un caine, trebuie sa te atinga mai nou?...sau toata lumea trebuie sa cunoasca rasele de caini si sa stie ca unii sunt labradori si nu sunt periculosi. Si pana la urma, de ce e toata lumea revoltata?..Cu ce a gresit politistul respectiv?...Ca nu a lasat cocalarii sa plece din moment ce acestia au refuzat sa se legitimeze? Hai sictir, ca tara asta geme de prostie si lipsa de bun simt ! Daca erai in alta tara mai civilizata, dra, ti se facea dosar penal pentru ultraj.Si am zis ca nu mai citesc stirile si comentariile de pe site-ul asta de toata jena... doar imi ajunge prostia si nemernicia de pe strada, din trafic, de la serviciu, etc.",0
1460,1459,69,79,"Mai, marlane (Dan ! ),Eu locuiesc de 30 de ani intr-o alta tara, civilizata, din Vestul Europei. Asadar, stiu bine cum este ""in alta tara mai civilizata"".Asta pentru ca ai afirmat: "" Daca erai in alta tara mai civilizata, dra, ti se facea dosar penal pentru ultraj"" Care ultraj, mai Marlane? Faptul ca proprietarul cainilor nu a acceptat sa se…legitimeze in fata unui individ imbracat in civil, care arata o legitimatie de politst, in jumatatea unui camp in afara spatiului locubil al unei localitati?""Intr-o alta tara mai civilizata"", femeia aceea prostuta care a ajuns cu copilasul in jumatatea unui camp, in afara spatiului locuibil al unei localitati, un camp neprotejat si nerecunoscut oficial ca loc de plimbare sau de joaca pentru copii, ar fi fost imdediat ridicata de politie si foarte probabil, i s-ar fi retras drepturile parintesti... mai marlane. Asa se face intr-o tara mai civilizata!Oamenii acestia erau cu cainii pe un camp, departe de blocurile de locuinte.Din imagini se vede foarte clar faptul ca respectivul camp nu este un loc de plimbare al unei mame sanatoase la cap, care a catadicsit sa-si plimbe copilasul la aer.Cat de tampita trebuie sa fie o mama care ii ia copilasul in carucior si pleaca cu el la plimbare pe un astfel de camp, cand, tot din imagini, se vede foarte clar ca in apropierea blocurilor de locuinte exista o strada, relativ necirculata si fara risc de accidente, pe care se putea plimba in voie, toata ziua???Esti un mahalagiu lipsit de respect fata de oameni dar destul de tupeist incat sa ai jalnica placere de a te plange tu de lipsa de civilizatie din Romania.In postarea ta, lasi sa se vada ca ai o umbra de civilizatie?Ar trebui sa crape de rusine obrazul mamei care te-a crescut asa de prost...!Obrazul mamei tale si al mamelor celor care, ca si tine, aveti nerusinatul tupeu de a da altora lectii de civilizatie in timp ce vorbiti mai josnic decat cel mai necivilizati ""maidanezi"" bipezi.Iti scrie tie si celor de teapa ta,unul care locuieste intr-o tara mai civilizata!",1
1461,1459,70,79,"Mda...mai pot sa comentez ceva?!... De fapt, am o singura curiozitate> in tara aia mai civilizata in care traiesti ai invatat sa jignesti alte persoane si sa ai un fetish legat de mamele lor? E o ""vorba"" romaneasca foarte buna : "" inainte de a vedea paiul din ochiul celuilalt, vezi mai intai barna din ochiul tau!"" In fine, se pare ca de la civilizatia…occidentala, noi, romanii, luam doar ceea ce este mai rau.Un sfat insa pentru tine, domnule: daca aici iti permiti sa faci pe lupul moralist si sa jignesti pe toata lumea, fa bine acolo unde spui tu ca locuiesti sa nu te comporti la fel ! Nu de alta, dar si asa suntem bataia de joc a Europei din cauza multora dintre cei care au emigrat! Fii baiat de treaba si inainte sa vorbesti, gandeste de 2 ori daca ceea ce vei spune are vreo relevanta sau doar te face de rusine. Sanatate si multa fericire in tara ta civilizata! Eu sper sa schimbam ceva in Romania, incepand fiecare cu propria persoana.",0
1462,1459,71,79,"GABI s(ugi) ne spui si noua ce gust au lebedele , sau cum se spune la capsuna in spaniola ? Ce o tot S U G I cu tara aia a ta civilizata , unde locuiesti de zeci de ani , de ce ne obosesti cu prezenta ta infecta ???",1
1463,,72,79,Sa va fut in gura pe toti care vrei sa va jucati cu pula acestui politist. Toti sunteti niste mici prostituale. Toti sunteti curajosi cand sunteti la taste. Tu mica zdreamta care ai filmat sa iei multe pule in tine de la caini si de la barbatut-o.,1
1464,1463,73,79,"Porc nesimtit ! Nu esti cumva politistul arogant si plin de ifose?Judecand dupa nicknamele ales, inteleg ca ai iesit in lumea fara o valoare mai mare decat a unui Muc....!!! ""Muc din muci""...ce poate fi mai scarbos?",1
1465,1463,74,79,"Il cunosc personal pe acest Nicu Rus, acelasi vocabular il are si pe piezisa in timp ce si-o trage cu toate clientele barului la care e bodyguard. da cu pumnii si pe acolo in stanga si in dreapta sa isi arate suprematia de mitocan, asa ca nu va mirati daca cineva jigneste in modul asta. ori e el ori e scroafa de nevasta-sa",1
1466,,75,79,"Cunoasteti sloganul : In timpul meu liber fac ce vreau .. Omul isi plimba animalele , cucoanele se plimbau pe aratura si au chemat masculul lor sa isi arate barbatia .....in timpul liber; Mi se parea normal in situatia asta sa isi ia cucoanele de pe aratura, sa le inchida gura ( sa judece ca este om al legii nu mascul feroce !) Conform legii in acest…caz trebuiau duse la sectie pt legitimare toti indizizi implicati in polemica....... TIMPUL PIERDUT AIUREA AREA ACEEASI VALOARE ,CA ESTI UN SIMPLU INDIVID DE PE STRADA SAU SOACRA, SOTIE DE POLITIST . Oricum dupa acest incident ,acest mascul a crescut mult in ochii soacrei :))",4
1467,1466,76,79,:)),0
1468,,77,79,"afirmi ca nu a respectat regulamentele de politist. Care sunt acelea? eu te suspectez ca nu ai nici cea mai mica idee. dupa litera legii a actionat cum trebuie. Sunteti o gasca de postaci care afirmati lucruri aiurea, fara sa intelegeti. Te mai intreb o data...care sunt acele regulamente si cum trebuia sa actioneze ca sa fie in legalitate. Sau ce a…facut el asa...de a comis un abuz de putere asa cum ziceti toti? In afara de injuraturi nu am auzit nicio parere pertinenta. Sa mi dau eu seama, locuitor al judetului cluj, care sunt abuzurile astea?Nu are ce sa caute unul de la judiciar dupa caini? de ce? ca asa zici tu, eu ar trebui sa te cred pe cuvant? Nu avea de ce sa se legitimeze? de ce nu? si-a declinat calitatea de funtionar public.Proprietarii cainilor au actionat premeditat pentru starnirea unui scandal si din punctul meu de vedere au actionat ca niste oameni needucati, fara constiinta civica. Oameni buni, dreptatea intr-un stat normal nu se face cu CIRC. Daca ati fi fost oameni de buna credinta nu v-ati fi comportat ca niste circari, v-ati li legitimat in fata unui politist, iar daca acesta ar fi comis un abuz in opinia dvs, v-ati fi adresat institutiilor si presei, iar in fata mea ati fi fost credibili. Insa nu ati facut asta, va place popularitatea si scandalul publicObligati un om la un proces de intentie public, fara ca cei ce judeca sa fie in tema sau sa auda ambele parti - iar unul din PRINCIPIILE DE BAZA ale procesului este acela al contradicorialitatii, adica se asculta ambele parti.Pacat ca se promoveaza astfel de comportamente si se instiga la nesupunere in fata autoritatii statului.",0
1469,1468,78,79,"Un organ al politiei , daca este solicitat intr-un caz de conflict trebuie sa aiba abilitati de a media un conflict , nu ai da curs fiind sun presiunea soacrei respectiv sotiei si merge direct la partea reclamata pt a rezolva problema ... sigur nu asa se actioneaza conform legii ....insa , conform politiei Ro va fi avansat pentru ca a dispus ca in…timpul liber sa satisfaca poftele soacrei respectiv sotiei ! Incompetenta dovedita, pt a creea astfel de tensiune nejustificata...",0
1470,1468,79,79,"animalul respectiv pe care-l aperi george, in primul rand in timpul serviciului trebuie sa fie imbracat corespunzator (sper sa nu ma intrebi ce inseamna corespunzator), asta in primul rand, si in al 2-lea rand, un oragn de politie, nu vine pt a ""duce la sectie"" ci pt a rezolva problema in cea mai bun, corect si eficient mod (cred k ai facut academia…de politie...adu-ti aminte ca trebuia sa linistesti multimea de fata cu superioru' - daca ai facut academia...)Ala, e cazul cel mai clar de abuz in servici, deoarece el, de la judiciar, ar fi trebuit sa fie in biroul sau, in cazul in care ar fi fost cautat, nu pe terene, ca pt asta sunt cei pt teren. Nici macar SRI nu merge in civil sa te puna pe capota, decat daca e sub acoperire...ala era sub acoperirea soacrei probabil....sper sa infunde toti 3 macar 2-3-6 luni de mititica....ala mare sa-si faca sparga ""ghiveciul"" si soacra/sotia sa vada ce inseamna sa fi agresate si sa iei palme - imi pare rau pt asta, dar toti suntem satuli de ""eu tarzan""",0
1471,1468,80,79,"ceea ce nu spune geo, este ca . politia romana ,te legitimeaza si iti trimite acasa o amenda de 1500 ron pee te miri ce. ca doar l-ai deranjat pe smardoi. am patit la fel. m-am legitimat si am primit bonus de 1500 ron ca am reactionat in mod civic, cica.",0
1472,1468,81,79,"daca asa ar fi, exista actiunea de contestare in contencios administratis a sanctiunii contraventionale si planege penala impotriva unui functionar public, daca este cazul. Cat despre imbracat corespunzator, fiti atenti la replicile celor doi, politistul era in timpul serviciului, iar in cazul lui si a 65% din politisti, serviciul se desfasoare in tinuta…civila.",0
1473,1468,82,79,"george, spune-mi, te rog, crezi ca intr-o situatie asemanatoare, dar cu doua femei cu care nu are nici o legatura, justitiarul singuratic s-ar mai fi dus pe camp se aplice legea? ar mai fi ajuns el acolo singur-singurel, in cateva minute, cu masinuta proprietate personala? asta fara sa mai intram in detalii despre modul in care a fost chemat, in ce…calitate si de catre cine",0
1474,1468,83,79,"Politistu' a actionat cu intimidarea, soacra si sotia oricum isi prezentase organul inainte sa vina, si cand s-a prezentat a aruncat doar o legitimatie (putun credibila,ne fiind inmbracat in haine de lucru) , fara al duce vocabularul minuscul , de a se motiva de prezenta sa acolo, nu penru ca are feeling asupra anumitei persoane . Abuz de functie…si putere! Daca as fi seful Polotiei, as simula astfel de conflicte , pt a testa abilitatiile angajatilor , si as scapa de incompetenti din sistem .....insa nu se doreste asta pt ca sunt pilosii :( TRIST",0
1475,1468,84,79,"Cum zicea si lumea mai sus, George... dl politist era acolo in calitate de sot al doamnei care isi plimba copii, iar in acea calitate nu avea de ce sa scoata legitimatia de servici - oricare ar fi fost ea.Daca doamna dorea sa cheme politia trebuia sa sune la 112, sa vina POLITIA, sa legitimeze ambele parti implicate, sa investigheze, etc.",0
1476,,85,79,"Sper ca proprietaresei de labradori nelegati si fara botnita sa nu i se dea doar o amenda ci sa i se faca si dosar penal !E inadmisibil ca intr-o tara civilizata sa ATACI un politist doar pentru ca ai o alta perere decat a lui. Si ce daca ""intamplator sau nu"" acest politist care isi face datoria de a afla cu cine sta de vorba , este sotul doamnei…cu caruciorul? Acesta este un abuz???? Sa iti ceara un om al legii cartea de identitate este un abuz?????Dar cand isterica ce filmeaza ameninta cu ""neamurile ei"" crezand ca astfel scapa, oare nu este un abuz?Sper din tot sufletul ca in tara asta , in care coruptia este in floare, sa se faca totusi putina dreptate si sa nu fie pedepsit un om care isi face datoria.Referitor la felul cum se raporteaza ""individul"" dar si ""individa"" de nevasta-sa la adresa celor doua femei cu caruciorul dar si politistului ne putem da seama cu usurinta ca cei doi se cred buricul pamantului doar pentru ca au ""neamuri"" ce pot avea influente mai mari sau mai mici in Politia romana.Cu o nesimtire uriasa cei doi acuza femeile de folosirea in limbaj a accentului moldovenesc desi nici ei nu vorbesc o romaneasca literara.La inceputul articolului apare declaratia stapanului celor doua animale:”....... se pare ca nici pe camp nu mai poti iesi linistit sa iti plimbi cainii. Adica poti, dar trebuie sa stii clar ca o sa sfarsesti la politie ."" Acest cetatean oare nu stie ca chiar si pe camp cainii lui trebuie sa poarte BOTNITA? Nu are aceasta obligatie doar cand cainii sunt in curtea lui privata.Deci revin : sper ca proprietaresei de labradori nelegati si fara botnita sa nu i se dea doar o amenda ci sa i se faca si dosar penal .",0
1477,1476,86,79,"Ai niste argumente foarte slabe si false, care nu au legatura cu realitatea. Ce nu intelegi? Anumite rase nu trebuie sa poarte botnita, cum este Labradorul. Se observa de la o posta ca vrei tu sa fi de partea 'politiei' si ai tu o ura pe cei care au caine ... asa ca vrei tu. Sper sa ti se faca tie dosar penal ca existi. Punct",0
1478,1476,87,79,Bai M. ar trebui sa ti se faca dosar penal la cat de penibil esti!,1
1479,1476,88,79,Noua lege prevede ca specia 'M.' nu are dreptul de a iesi in spatii publice sau pe camp fara BOTNITA.,0
1480,1476,89,79,Draga M. ai atata cultura in tine incat a inceput sa puta...a ajuns pana la mine..serios....dar unde trebuie sa iti plimbi cainii? in parc nu ai voie pe strada e plin de otrava oriund enu poti ..dar chiar asa nu va mai incape pamantul de nenorociti ce sunteti numai voi sa stati..Uite oamenii mai au si caini si am dreptul sa imi plimb cainele ....nu…are cine sa va futa va fute grija de cainii nostrii duceti va dracului de inculti si handicapati ....,1
1481,1476,90,79,ce cautau caprele alea doua pe camp? pe camp se plimba mai nou copiii?,1
1482,1476,91,79,"""M"" de la militian...bata-l norocu",0
1483,1476,92,79,"CAt tupeu pe doamna cu cainii.... sa-i zika la sotia domnului ""maicasa crizata""???:O:O, du-te doamna si creste un copil, nu 2, sa iesi cu ei pe camp sa vad cum ai reactiona????",0
1484,1476,93,79,"Ei dragutilor, ""M"" vine de la MINE. Sper ca toti cainii vostri sa fie eutanasiati ca sa nu mai trebuiasca sa calcam in rahatii lor pe care manutelele voastre finute nu vor sa ii stranga!",0
1485,1476,94,79,"Pentru M...DE LA MINE! nU TE PUNE NIMENI, DAR ZIC NIMENI sa-ti plimbi curul fitos pe tarlaua altora. Cu atat mai putin in vietile altora.No further COMMENT, ca nu am cu cine!!!!!!",0
1486,1476,95,79,"ioa,campul de care zici tu se afla la 5 m de blocuri nu in cine stie ce pustietate.Poti sa-ti plimbi copiii linistita pe-acolo asa cum ii plimbi si printr-o padure sau alta zona verde.",0
1487,,96,79,"Este de inteles frica anumitor oameni de caini, insa fiecare trebuie sa fie constient ca aceste vietati fac parte din viata noastra. Este absurd sa ai reactii de genul cocoanelor cu copii, mai ales ca acel caine era un Labrador, o rasa foarte prietenoasa si sociabila. Posesorii cainilor nu au incalcat absolut nici un drept prin faptul ca i-au plimbat…pe acel camp fara lesa sau botnita deoarece aceasta rasa nu este catalogata ca fiind periculoasa, prin lege. Aceasta intamplare spune multe despre cultura si simtul civic al romanilor. Cocoanele ar fi facut scandal fie ca venea un caine, o pisica sau un soarece spre ele.",0
1488,,97,79,"sa-i f...de modoveni,si vor sa se uneasca cu Transilvania?vin aici si ai scolarizare,cazare gratuita,au burse....sa-i bag la munca silnica...",2
1489,,98,79,Abuz de functie si putere in acest caz ! Omul sfinteste locul ... trebuiesc aruncate 'buruienile ' din Politia Romana pentru am merge treaba bine.,0
1490,,99,79,"In primul rand cand si-au cumparat cainii si-au asumat toate inconvenientele care ar putea aparea. Daca nu aveau cainii si se plimbau si ei ca niste oameni normali nu mai exista ""scandalul"" asta.Apoi din moment ce s-a pus problema ca un caine - pt care nu poate garanta nimeni ca nu face rau, pt ca este un animal si este incontrolabil- sa poata…pune in pericol integritatea unor bebelusi, consider ca vina apartine in exclusivitate stapanilor cainilor, niste inconstienti.Politistul nu a gresit cu nimic. a fost sesizat pt o posibila infractiune si era obligat sa legitimeze persoana reclamata. Neavand act de id la ea, legea ii da voie sa o conduca la sectie. Este ceva de bun simt, nu trebuie sa stii legislatie pt asa ceva.Cei care critica actiunea dlui politist sa se puna in situatia mamei copliasilor.In ultimul rand, comportamentul stapanei cainilor mi se pare isteric.Consider ca a facut din tantar armasar si daca avea alta atitudine nimic din toate acestea nu s-ar fi intamplat.Si nu mai dati in POLITIE pt ca nu se stie niciodata cand veti avea nevoie de ea!Incercati sa fiti rationali chiar daca unii sunteti amici cu monivca aldea",0
1491,1490,100,79,Exact. Daca se plimbau singuri fara câini ca oamenii normali era linişte.Hai sa facem lumea asta doar din oameni. Ar fi vai si amar.Chiar am avea motiv sa ne mâncăm între noi.In loc sa promovăm pe umanitate si elemente ce ne mentin mai vii decât suntem noi omoram tot.Libertate unde mai găseşti? Chiar asa sa ingradim orice posibilitate…de a face animalele fericite? Au nevoi. Nu le oferim pt ca suntem noi o rasă superioara lor ? Superioara pe Naiba.Oamenii aia. Au plecat acolo tocmai sa nu deranjeze si sa poată profita de goliciunea care era in jur. S-au nimerit totusi niste oameni încuiati. Frustraţi si cu mult timp liber.,0
1492,1490,101,79,"1. Oamenii si-au asumat 'toate inconvenientele' -> au mers sa-si plimbe cainii pe camp, nu in oras.2. Zici ca ei nu sunt normali -> individele cu copii ce cautau pe camp? Ei macar plimbau cainii pe camp...3. Daca politistul lucra la 'juridic' ce cauta la astfel de actiuni? -> PCR4. Doamna nu avea dreptul sa o agreseze pe proprietara cainelui...…etc",0
1493,1490,102,79,"Hai zau ! Cainele fara lesa in spatii publice reprezinta o contraventie, nu INFRACTIUNE ! Esti tu avocat cum sunt eu neurochirug !cacatul ala de malac imputit e vinovat de o infractiune, nu cel care isi plimba cainele pe un CAMP ! Privarea de libertate in mod ilegal se numeste ce face grasul ala ... in plus politistul in civil e egal cu zero…!Mama copilasilor, limbaj demn de Ana Maita si restul istericilor , extraordinar ... ma faci sa vomit !",1
1494,1490,103,79,"Rusu Adrian, daca mi-am cumparat caine ce? Tre` sa stau inchis in casa? Sau care-i faza? Daca venea un porc mistret pe camp pe acolo si le dadea carucioru jos, ce se intampla? Se eutanasiau toti mistretii... nu? Esti mai ""istet"" ca martalogu ala de militian. Daca nu-ti plac animalele nu inseamna ca trebuie sa fie inchise in custi. Ce pana mea cautau…tzatzele pe camp cu carucioarele? Cand este trotuar cat china facut sa se plimbe cu plozii. Si martalogu` daca nu-i la lucru, de ce isi baga coada?",0
1495,1490,104,79,"Rusu Adrian, probabil te-ai recunoscut cumva in atitudinea colegului de ""breasla"" dar sa stii ca ce a facut el e abuz in serviciu, oricum ai pune problema. ce ai mai zis tu acolo nu prea m-a interesat, esti un om prea prost pentru a-mi pierde timpul citindu-ti ineptiile...",1
1496,1490,105,79,"Freez - cand nu ai argumente logice, ataci la persoanaeu nu am jignit pe nimenim-am folosit doar de rationamentComment-ul tau denota un nivel intelectual f redus, iar faptul ca nu ti-ai pus numele e o dovada de lasitate",0
1497,1490,106,79,"Tudor74 - Nu m-am referit neaparat la ce ai zis tuM-am referit la faptul ca cei cu cainii i-au amneintat pe ceilalti(mama+bunica+copilasi), care erau oricum speriate, ca ii dau drumul liber si la celalalt caine si poate si cu alte chestii. Asta e infractiunea de amenintare pt care a fost sesizt dl politist, din cate am inteles eu.Din continutul…coment-ului tau reiese ca nu ai suficient neuroni pt a putea fi neurochirurg.Tu stii doar sa jignesti si sa injuri iar prin aceste activitati nu poti vindeca oamnei, ci doar ii poti imbolnavi",0
1498,1490,107,79,"Pt ceilalti - nu spun ca nu au voie cei care isi doresc sa aiba pet-uriDoar ca intr-un posibil conflict de interese intre 2 copilasi si 2 femei si 2 dulai, nu ar trebui sa facem prea multa ""analiza matematica"" si sa dam prioritate oamenilorUn om sanatos la cap asa gandeste, tine partea semenilor lui.Credeti ca un caine ar tine cu un om…intr-o disputa cu alt caine?Nu, este logic ca nu",0
1499,1490,108,79,"Dan- sa-ti iau freza'n pula Dak tii caine in apartament ai probleme - lipsuri afective. Nu esti in stare sa faci pe cineva sa se ataseze de tine si iti oferi toata dragostea unui caine, adica unei fiinte pe care o poti manipula si care poti sa o faci sa nu te refuze. Clar ca ai probleme sociale.Daca si cu parca... stii mai departe tampitule?…E o tara libera, se plimbau pe camp, ce e interzis boule?Si politistul era in tp serviciului",1
1500,,109,79,"JOS CU IDIOTUL ASTA ,AFARA DIN POLITIE !!!!ANALFABETUL ASTA DE POLITAI NU ARE CE CAUTA IN POLITIE ,NUMAI PENIBILI DINASTEA INTALNESTI !!!!JOS GUNOAIELE !!!!!!!!!!!!!!SUNT CURIOS CE MASURI SE IAU IMPOTRIVA LUI !!!!!!!!!!!JOS GUNOAIELE!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1
1501,,110,79,",abuz in serviciu ,plus hartzuire............se vede ca este prieten cu cea care a chemat politia, trebuia sa vina cei care au sector de patrulare acolo ,nu cel care i-l vedem in imagini..........in plus i-a amenintzat pe cei doi , plus ca are o lipsa de reactie cand individa inceraca s-o loveasca pe fata..............nu mai vorbesc de faptul ca l-a…tratat pe tanar ca pe un infractor............rusine militiei romane , inregistrarea de fata am trimis-o in 2 exemplare ambasadei Austriei ,plus una ambasadei Suediei ,pentru o interpelare a MAI-ului , insotita de explicatiile aferente acestui incident. asteptam reactia MAI-ului si masurile luate............avertizez pe cei abilitati in cercetarea acestui caz sa ia masurile de rigoare,in caz contrar , vom sesiza printr-o scrisoare deschisa Ministrului afacerilor interne, si tragerea la raspundere a celor care devin complici directi prin neluarea niciunei masuri .",0
1502,1501,111,79,vrem filmarea in continuare,0
1503,,112,79,no asta da ziar,0
1504,1503,113,79,:))),0
1505,,114,79,"Cei care urasc ungurii... uitati-va, ce fac moldovenii! Va fura tara. Migreaza la noi si fac lege. Cucoana disperata si frustrata! Iar de ""politist"" no comment... ambele trebuie deportate.",2
1506,1505,115,79,"comportament necorespunzator al militianului ,care trebuie sa respecte legea...........din ce se vede in imagini ,cel ce trebuie sa respecte legea nu o face ,are o atitudine agresiva ,,profereaza amenintari la dresa celor doi ,plus ca nu intervine cand individa care a chemat politia ,a incercat sa loveasca fata........",0
1507,,116,79,"daca erau JURNALISTI IN CARUCIOR atunci era cea mai perfecta stire ,stima politistului si a facut datoria in primul rand fata de familie si fata de serviciu ,in loc sa plece de la fata locului maimuta aia filma ,doreau sa ajunga vedete .sa filmeze e mai usor decat sa vorbesti sau sa gandesti se observa din filmarea dansei...",0
1508,1507,117,79,"Eu cred ca vedeta a ajuns militianul :)) si-a facut datoria fata de familie , auzi si la asta! DOAMNEEEEEEE, ca multi cretini au internet acasa",1
1509,1507,118,79,"distinsa doamna DORINA aveti copii ?daca aveti va rog sa aveti grija de ei ,dar nu judecati oameni deoarece nu ii cunoasteti e urat modul dumneavoastra de exprimare...",0
1510,1507,119,79,"Pop, da-ti foc, iti iau eu un kil de motorina",1
1511,1507,120,79,pop ala nu avea ce sa caute acolo si sa mai renarcam un lucru era imbracat civil cum a mai zis malia mare bre da–ti foc,1
1512,,121,79,Mai nou mamele isi plimba copiii in carucior PE CAMP ? asta a fost o provocare...veti vedea reactia internationala in maximum O ORA !,0
1513,1512,122,79,"Campul de care zici tu este un teren aflat la 5 m de blocuri si pe o parte si pe alta,nu in cine stie ce pustietate.Informeaza-te intai si apoi vorbeste!!!Oricine se poate plimba pe acolo atata timp cat proprietarul permite acest lucru.Si de cand nu ai voie sa-ti plimbi copilul pe camp?Ti se pare ceva gresit?Nu ai mai vazut parinti cu copii…pe camp sau in padure?",0
1514,,123,79,"DOSAR PENAL impotriva acelui individ. Data afara din Politie. PUNCT...asa ceva NU ESTE admisibil. Este inacceptabil in orice tara civilizata, ca cineva sa fie hartuit FARA MOTIV de ""politie"" plus este ILEGAL SA PUI MANA pe cineva...sau VOI in Romania NU aplicati legile ? OK...acest incident va deveni de notorietate INTERNATIONALA...chiar astazi si o…petitie INTERNATIONALA pentru pedepsirea acelui ""politist "" va apare in catev ore...RUSINE POLITIEI ROMANE< surine celor care sprijina ABUZURILE politiei...",0
1515,1514,124,79,esti nefututa fa ? doamne dar cit de proasta poti fi !,1
1516,1514,125,79,"Da ce ai fa, tu poti sa-l injuri si sa-ti bati joc de oricine fara consecinte! Ori crezi ca de pune mana pe tine ti-a furat moastele!",0
1517,1514,126,79,"Casandra,nu te mai uita la atatea filme politiste,incepi sa iti faci tot felul de impresii...",0
1518,,127,79,doamna care filmeaza cred ca ii nebuna sa faca dragoste cu cainii,1
1519,1518,128,79,"deeee, pariu ca ai o fata incat nici un caine nu ti-ar trage-o?",1
